"lon","lat","university_name"
174.7699782,-36.8490661,"University of Auckland"
-1.93668,52.45126,"University of Birmingham"
-117.8205127,33.6817395,"Alexandria University"
NA,NA,"Uppsala University"
114.178928,22.302516,"Hong Kong Polytechnic University"
-82.4317193,28.0653457,"University of Aberdeen"
4.3570677,52.0115769,"Delft University of Technology"
-0.130217,51.5219285,"Birkbeck, University of London"
151.710005,-32.8871981,"Newcastle University"
151.710005,-32.8871981,"University of New South Wales"
NA,NA,"Pompeu Fabra University"
-86.5269373,39.1670467,"Indiana University"
-93.6396252,42.0277899,"Iowa State University"
-82.9000751,32.1656221,"Georgia Health Sciences University"
NA,NA,"Erasmus University Rotterdam"
-117.7759092,33.7105331,"University of Delaware"
-111.9339825,33.4205343,"Arizona State University"
-0.0147452,52.9733763,"Boston College"
120.265922,22.625005,"National Sun Yat-Sen University"
-77.0722585,38.9076089,"Georgetown University"
4.9470315,52.3561962,"University of Amsterdam"
NA,NA,"University of Liverpool"
12.1021324,55.695402,"Aarhus University"
-82.4315563,28.0637104,"University of Leeds"
9.9533548,49.7913044,"University of Würzburg"
6.5665018,53.2193835,"University of Groningen"
113.29947,23.103702,"Sun Yat-sen University"
8.6293081,50.1703746,"Goethe University Frankfurt"
NA,NA,"Bielefeld University"
-120.554501,34.865784,"Nanyang Technological University"
1.2406141,52.6184758,"University of East Anglia"
NA,NA,"University of Nottingham"
121.0990078,14.6064499,"University of Copenhagen"
13.5333041,52.4321218,"Humboldt University of Berlin"
145.1340508,-38.1532011,"Monash University"
121.1009535,14.6051887,"University of Bonn"
120.294197,22.925346,"National Chiao Tung University"
NA,NA,"RWTH Aachen University"
33.0307541,35.246756,"Middle East Technical University"
-117.8296666,33.6508563,"University of Exeter"
NA,NA,"University of Twente"
-112.0125261,33.3752269,"University of Konstanz"
NA,NA,"Karlsruhe Institute of Technology"
-81.2365003,28.5527426,"University of Innsbruck"
9.0576448,48.5216364,"University of Tübingen"
-90.3312523,38.6677847,"Drexel University"
-84.5138565,39.1288979,"University of Cincinnati"
NA,NA,"Yonsei University"
-97.1453994,49.7887693,"Dalhousie University"
NA,NA,"KTH Royal Institute of Technology"
-117.8440006,33.6140008,"University of Vienna"
-81.3449261,41.1507253,"Kent State University"
-117.3484801,33.9690772,"University of Illinois at Chicago"
120.1689207,30.2929634,"Zhejiang University"
NA,NA,"Simon Fraser University"
NA,NA,"Swedish University of Agricultural Sciences"
-89.4052247,43.0765915,"University of Wisconsin-Madison"
-97.7335226,30.2850284,"University of Texas at Austin"
NA,NA,"University of Rochester"
121.0977098,14.6037344,"University of Bern"
35.196198,31.779193,"Hebrew University of Jerusalem"
-80.277027,25.714868,"University of Florida"
-85.7551276,38.2190053,"Brandeis University"
114.203926,22.417442,"Chinese University of Hong Kong"
13.404954,52.5200066,"Free University of Berlin"
-1.563191,52.379411,"University of Warwick"
5.8372264,51.8125626,"Radboud University Nijmegen"
-79.9514049,32.7870748,"Medical University of South Carolina"
-99.9018131,31.9685988,"Texas A&M University"
-0.948534,51.440262,"University of Reading"
34.8046043,32.1036332,"Tel Aviv University"
2.3075232,48.8588342,"Paris Diderot University – Paris 7"
4.4482526,50.4079951,"Université Catholique de Louvain"
-80.2792843,25.7216374,"University of Miami"
-73.7948516,40.7282239,"Queen’s University"
NA,NA,"University of São Paulo"
121.0936889,14.6712421,"University of Oslo"
-75.6828,45.4248599,"University of Ottawa"
150.7397635,-33.7699666,"University of Western Australia"
114.1720025,22.3374868,"City University of Hong Kong"
5.6886039,50.8442878,"Maastricht University"
-1.1064677,52.6084655,"University of Leicester"
2.1640917,41.3855048,"Autonomous University of Barcelona"
-3.1868361,51.4919075,"Cardiff University"
-105.2344334,39.7458208,"Colorado School of Mines"
NA,NA,"Nagoya University"
-71.0894884,42.340082,"Northeastern University"
NA,NA,"Technion Israel Institute of Technology"
-90.3302509,38.6628918,"Tulane University"
-92.0610366,32.5320588,"Ulm University"
NA,NA,"Umeå University"
-82.3457627,36.3051823,"University at Buffalo"
-83.0524629,40.0024922,"University of Essex"
44.779722,41.7229257,"University of Georgia"
11.9853213,57.6954209,"University of Gothenburg"
-74.4701962,40.5255752,"University of Medicine and Dentistry of New Jersey"
170.513132,-45.863208,"University of Otago"
NA,NA,"University of South Carolina"
-117.7779478,33.6833384,"University of Strasbourg"
-80.541671,43.473289,"University of Waterloo"
-81.2769422,43.0010299,"University of Western Ontario"
NA,NA,"Université Libre de Bruxelles"
-75.698312,45.3830819,"Carleton University"
NA,NA,"Chalmers University of Technology"
-105.0807072,40.5747751,"Colorado State University"
-95.9428199,41.2623774,"Creighton University"
121.5014465,31.2985307,"Fudan University"
127.035859,37.590401,"Korea University"
151.1185824,-33.7775092,"Macquarie University"
-73.7611058,42.6558252,"State University of New York Albany"
139.6917064,35.6894875,"Tokyo Metropolitan University"
-97.379464,32.7170887,"University of Bologna"
NA,NA,"University of Calgary"
NA,NA,"University of Hamburg"
NA,NA,"University of Milan"
NA,NA,"University of Milan-Bicocca"
NA,NA,"University of Missouri"
NA,NA,"University of Padua"
NA,NA,"University of Trieste"
NA,NA,"Bangor University"
NA,NA,"Brunel University London"
NA,NA,"Johannes Kepler University of Linz"
NA,NA,"Kyushu University"
NA,NA,"Norwegian University of Science and Technology"
NA,NA,"Queen’s University Belfast"
NA,NA,"Ruhr University Bochum"
NA,NA,"Stellenbosch University"
NA,NA,"Tilburg University"
NA,NA,"TU Dresden"
NA,NA,"University of Bath"
NA,NA,"University of Graz"
NA,NA,"University of Kiel"
NA,NA,"University of Southern Denmark"
NA,NA,"University of Texas at Dallas"
NA,NA,"University of the Witwatersrand"
NA,NA,"University of Tsukuba"
NA,NA,"University of Wollongong"
NA,NA,"Victoria University of Wellington"
NA,NA,"Virginia Polytechnic Institute and State University"
NA,NA,"Wayne State University"
NA,NA,"Aberystwyth University"
NA,NA,"Autonomous University of Madrid"
NA,NA,"Hokkaido University"
NA,NA,"Istanbul Technical University"
NA,NA,"Lomonosov Moscow State University"
NA,NA,"Montpellier University"
NA,NA,"Queensland University of Technology"
NA,NA,"State University of Campinas"
NA,NA,"Technical University of Darmstadt"
NA,NA,"Tokyo Medical and Dental University (TMDU)"
NA,NA,"UiT The Arctic University of Norway"
NA,NA,"University of Antwerp"
NA,NA,"University of Crete"
NA,NA,"University of Guelph"
NA,NA,"University of Iceland"
NA,NA,"University of Kansas"
NA,NA,"University of Kentucky"
NA,NA,"University of Münster"
NA,NA,"University of Newcastle"
NA,NA,"University of Texas at San Antonio"
NA,NA,"University of Trento"
NA,NA,"York University"
NA,NA,"Aalborg University"
NA,NA,"Aalto University"
NA,NA,"Bar-Ilan University"
NA,NA,"Binghamton University, State University of New York"
NA,NA,"Boğaziçi University"
NA,NA,"Charles Darwin University"
NA,NA,"Charles University in Prague"
NA,NA,"George Mason University"
NA,NA,"Indian Institute of Technology Bombay"
NA,NA,"Jagiellonian University"
NA,NA,"Keele University"
NA,NA,"Keio University"
NA,NA,"Lehigh University"
NA,NA,"Linköping University"
NA,NA,"National Taiwan University of Science and Technology (Taiwan Tech)"
NA,NA,"Plymouth University"
NA,NA,"Polytechnic University of Milan"
NA,NA,"Sapienza University of Rome"
NA,NA,"Shanghai Jiao Tong University"
NA,NA,"Sharif University of Technology"
NA,NA,"Sungkyunkwan University (SKKU)"
NA,NA,"University College Cork"
NA,NA,"University of Aveiro"
NA,NA,"University of Canterbury"
NA,NA,"University of Eastern Finland"
NA,NA,"University of Ferrara"
NA,NA,"University of Hertfordshire"
NA,NA,"University of Houston"
NA,NA,"University of Hull"
NA,NA,"University of Liège"
NA,NA,"University of Manitoba"
NA,NA,"University of Maryland, Baltimore County"
NA,NA,"University of Modena and Reggio Emilia"
NA,NA,"University of Oklahoma"
NA,NA,"University of Pisa"
NA,NA,"University of Porto"
NA,NA,"University of South Florida"
NA,NA,"University of Stirling"
NA,NA,"University of Surrey"
NA,NA,"University of Tampere"
NA,NA,"University of Tasmania"
NA,NA,"University of Valencia"
NA,NA,"University of Waikato"
NA,NA,"University of Warsaw"
NA,NA,"Vienna University of Technology"
NA,NA,"Vrije Universiteit Brussel"
NA,NA,"Washington State University"
NA,NA,"Aston University"
NA,NA,"Auburn University"
NA,NA,"Clemson University"
NA,NA,"Curtin University"
NA,NA,"Deakin University"
NA,NA,"Flinders University"
NA,NA,"Georgia State University"
NA,NA,"Griffith University"
NA,NA,"Harbin Institute of Technology"
NA,NA,"Heriot-Watt University"
NA,NA,"Hiroshima University"
NA,NA,"Kansas State University"
NA,NA,"Kobe University"
NA,NA,"Kyung Hee University"
NA,NA,"La Trobe University"
NA,NA,"Leibniz University of Hanover"
NA,NA,"Liverpool John Moores University"
NA,NA,"Loughborough University"
NA,NA,"Mahidol University"
NA,NA,"Massey University"
NA,NA,"Michigan Technological University"
NA,NA,"National Central University"
NA,NA,"National Taiwan Ocean University"
NA,NA,"National University of Ireland, Galway"
NA,NA,"National University of Ireland, Maynooth"
NA,NA,"New Jersey Institute of Technology"
NA,NA,"New University of Lisbon"
NA,NA,"Old Dominion University"
NA,NA,"Polytechnic University of Catalonia"
NA,NA,"Polytechnic University of Turin"
NA,NA,"Polytechnic University of Valencia"
NA,NA,"Pontifical Catholic University of Chile"
NA,NA,"Saint Petersburg State University"
NA,NA,"Swansea University"
NA,NA,"Swinburne University of Technology"
NA,NA,"Tokyo University of Agriculture and Technology"
NA,NA,"University of Bari Aldo Moro"
NA,NA,"University of Coimbra"
NA,NA,"University of Idaho"
NA,NA,"University of Kent"
NA,NA,"University of Paris North – Paris 13"
NA,NA,"University of Salento"
NA,NA,"University of South Australia"
NA,NA,"University of Strathclyde"
NA,NA,"University of Tartu"
NA,NA,"University of Turku"
NA,NA,"University of Wyoming"
NA,NA,"University of Zaragoza"
NA,NA,"Waseda University"
NA,NA,"Wuhan University"
NA,NA,"Yuan Ze University"
NA,NA,"Paris-Sud University"
NA,NA,"Joseph Fourier University"
NA,NA,"Johannes Gutenberg University of Mainz"
NA,NA,"St George’s, University of London"
NA,NA,"University of Erlangen-Nuremberg"
NA,NA,"Florida Institute of Technology"
NA,NA,"Indian Institute of Technology Kharagpur"
NA,NA,"Koç University"
NA,NA,"Laval University"
NA,NA,"Mines ParisTech"
NA,NA,"National Research Nuclear University MePhI"
NA,NA,"University of Connecticut"
NA,NA,"University of Oregon"
NA,NA,"Bayreuth University"
NA,NA,"Oregon State University"
NA,NA,"University of Montana"
NA,NA,"University of Turin"
NA,NA,"Claude Bernard University Lyon 1"
NA,NA,"King Abdulaziz University"
NA,NA,"Medical University of Vienna"
NA,NA,"Murdoch University"
NA,NA,"National Cheng Kung University"
NA,NA,"North Carolina State University"
NA,NA,"Renmin University of China"
NA,NA,"University of Fribourg"
NA,NA,"University of Pavia"
NA,NA,"University of Portsmouth"
NA,NA,"University of Vermont"
NA,NA,"Indian Institute of Technology Roorkee"
NA,NA,"King Mongkut’s University of Technology Thonburi"
NA,NA,"National Autonomous University of Mexico"
NA,NA,"Paris Dauphine University"
NA,NA,"Southern Methodist University"
NA,NA,"Temple University"
NA,NA,"University of Duisburg-Essen"
NA,NA,"University of Jyväskylä"
NA,NA,"University of KwaZulu-Natal"
NA,NA,"University of Minho"
NA,NA,"University of Technology Sydney"
NA,NA,"University of the Andes, Colombia"
NA,NA,"University of Vigo"
NA,NA,"Panjab University"
NA,NA,"University of Cologne"
NA,NA,"University of Nebraska-Lincoln"
NA,NA,"University of Alaska Fairbanks"
NA,NA,"Wuhan University of Technology"
NA,NA,"China Medical University, Taiwan"
NA,NA,"Hanyang University"
NA,NA,"Indian Institute of Technology Delhi"
NA,NA,"Indian Institute of Technology Kanpur"
NA,NA,"King Saud University"
NA,NA,"San Diego State University"
NA,NA,"University of Florence"
NA,NA,"University of Navarra"
NA,NA,"University of Rovira i Virgili"
NA,NA,"Scuola Normale Superiore di Pisa"
NA,NA,"Syracuse University"
NA,NA,"Sabancı University"
NA,NA,"Technical University of Berlin"
NA,NA,"Federico Santa María Technical University"
NA,NA,"University of Bremen"
NA,NA,"University of New Mexico"
NA,NA,"Indian Institute of Science"
NA,NA,"Lappeenranta University of Technology"
NA,NA,"University of Macau"
NA,NA,"Illinois Institute of Technology"
NA,NA,"Novosibirsk State University"
NA,NA,"University of Marrakech Cadi Ayyad"
NA,NA,"University of Nebraska Medical Center"
NA,NA,"University of Stuttgart"
NA,NA,"Ewha Womans University"
NA,NA,"Isfahan University of Technology"
NA,NA,"Royal College of Surgeons in Ireland"
NA,NA,"University of Lisbon"
NA,NA,"University of Rome III"
NA,NA,"University of Seoul"
NA,NA,"Western Sydney University"
NA,NA,"University of Mannheim"
NA,NA,"Scuola Superiore Sant’Anna"
NA,NA,"University of Luxembourg"
NA,NA,"Charité - Universitätsmedizin Berlin"
NA,NA,"Copenhagen Business School"
NA,NA,"Florida State University"
NA,NA,"Oregon Health and Science University"
NA,NA,"Paris Descartes University"
NA,NA,"Peter the Great St Petersburg Polytechnic University"
NA,NA,"Royal Veterinary College"
NA,NA,"Rush University"
NA,NA,"Aix-Marseille University"
NA,NA,"University of Bordeaux"
NA,NA,"James Cook University"
NA,NA,"Justus Liebig University Giessen"
NA,NA,"Saint Louis University"
NA,NA,"University of Tennessee, Knoxville"
NA,NA,"Tomsk Polytechnic University"
NA,NA,"University of Greifswald"
NA,NA,"Gwangju Institute of Science and Technology"
NA,NA,"University of Hohenheim"
NA,NA,"Kazan Federal University"
NA,NA,"Medical College of Wisconsin"
NA,NA,"University of Naples Federico II"
NA,NA,"Örebro University"
NA,NA,"Technical University of Dortmund"
NA,NA,"Toulouse 1 Capitole University"
NA,NA,"VŠB - Technical University of Ostrava"
NA,NA,"University of Cyprus"
NA,NA,"University of St Gallen"
NA,NA,"Graz University of Technology"
NA,NA,"Instituto Superior Técnico Lisboa"
NA,NA,"University of Oulu"
NA,NA,"Panthéon-Sorbonne University – Paris 1"
NA,NA,"University of South Dakota"
NA,NA,"Lille 2 University – Health and Law"
NA,NA,"Verona University"
NA,NA,"American University"
NA,NA,"Bournemouth University"
NA,NA,"University of Brescia"
NA,NA,"Brno University of Technology"
NA,NA,"Ca’ Foscari University of Venice"
NA,NA,"University of Cagliari"
NA,NA,"Catholic University of the Sacred Heart"
NA,NA,"City University London"
NA,NA,"Complutense University of Madrid"
NA,NA,"Concordia University"
NA,NA,"Dublin City University"
NA,NA,"East China University of Science and Technology"
NA,NA,"Florida International University"
NA,NA,"University of Genoa"
NA,NA,"Howard University"
NA,NA,"Indian Institute of Technology Madras"
NA,NA,"University of Ioannina"
NA,NA,"Iran University of Science and Technology"
NA,NA,"University of Kaiserslautern"
NA,NA,"Louisiana State University"
NA,NA,"Makerere University"
NA,NA,"Marche Polytechnic University"
NA,NA,"University of Nantes"
NA,NA,"National and Kapodistrian University of Athens"
NA,NA,"National Institute of Applied Sciences of Lyon (INSA Lyon)"
NA,NA,"National Yang-Ming University"
NA,NA,"University of Neuchâtel"
NA,NA,"University of Nice Sophia Antipolis"
NA,NA,"The Open University"
NA,NA,"Oxford Brookes University"
NA,NA,"University of Palermo"
NA,NA,"University of Parma"
NA,NA,"RMIT University"
NA,NA,"University of Rome II – Tor Vergata"
NA,NA,"University of San Francisco"
NA,NA,"University of Saskatchewan"
NA,NA,"University of Siena"
NA,NA,"Southern Cross University"
NA,NA,"Tampere University of Technology"
NA,NA,"University of Ulsan"
NA,NA,"Ulster University"
NA,NA,"Université du Québec à Montréal"
NA,NA,"Universiti Teknologi Malaysia"
NA,NA,"University of Urbino Carlo Bo"
NA,NA,"Xiamen University"
NA,NA,"American University of Beirut"
NA,NA,"Amirkabir University of Technology"
NA,NA,"University of Arkansas"
NA,NA,"Babeş-Bolyai University"
NA,NA,"University of the Basque Country"
NA,NA,"Bauman Moscow State Technical University"
NA,NA,"Ben-Gurion University of the Negev"
NA,NA,"Blaise Pascal University"
NA,NA,"University of Burgundy"
NA,NA,"University of Canberra"
NA,NA,"University of Catania"
NA,NA,"Central Queensland University"
NA,NA,"University of Chile"
NA,NA,"China Agricultural University"
NA,NA,"Chung-Ang University"
NA,NA,"Czech Technical University in Prague"
NA,NA,"De Montfort University"
NA,NA,"East China Normal University"
NA,NA,"Edith Cowan University"
NA,NA,"Federal University of Rio de Janeiro"
NA,NA,"University of Granada"
NA,NA,"University of Haifa"
NA,NA,"Huazhong University of Science and Technology"
NA,NA,"Indian Institute of Technology Guwahati"
NA,NA,"Jadavpur University"
NA,NA,"Kanazawa University"
NA,NA,"King Fahd University of Petroleum and Minerals"
NA,NA,"University of La Laguna"
NA,NA,"University of Limerick"
NA,NA,"Manchester Metropolitan University"
NA,NA,"University of Maribor"
NA,NA,"Masaryk University"
NA,NA,"Memorial University of Newfoundland"
NA,NA,"Missouri University of Science and Technology"
NA,NA,"Montana State University"
NA,NA,"Monterrey Institute of Technology and Higher Education"
NA,NA,"National Taiwan Normal University"
NA,NA,"National Technical University of Athens"
NA,NA,"New Mexico State University"
NA,NA,"University of North Carolina at Greensboro"
NA,NA,"Oklahoma State University"
NA,NA,"Osaka City University"
NA,NA,"Otto von Guericke University of Magdeburg"
NA,NA,"University of Oviedo"
NA,NA,"Palacký University in Olomouc"
NA,NA,"Pontifical Catholic University of Rio de Janeiro (PUC-Rio)"
NA,NA,"Portland State University"
NA,NA,"University of Pretoria"
NA,NA,"Pusan National University"
NA,NA,"Quaid-i-azam University"
NA,NA,"University of Regina"
NA,NA,"University of Rennes 1"
NA,NA,"University of Salamanca"
NA,NA,"University of Santiago de Compostela"
NA,NA,"Semmelweis University"
NA,NA,"University of Seville"
NA,NA,"Université de Sherbrooke"
NA,NA,"Soochow University"
NA,NA,"South China University of Technology"
NA,NA,"Tallinn University of Technology"
NA,NA,"Tehran University of Medical Sciences"
NA,NA,"University of Texas at Arlington"
NA,NA,"Tianjin University"
NA,NA,"University of Toledo"
NA,NA,"Tongji University"
NA,NA,"University of Tulsa"
NA,NA,"United Arab Emirates University"
NA,NA,"University of Wisconsin-Milwaukee"
NA,NA,"Xi’an Jiaotong University"
NA,NA,"University of A Coruña"
NA,NA,"Adam Mickiewicz University"
NA,NA,"AGH University of Science and Technology"
NA,NA,"Ajou University"
NA,NA,"University of Alcalá"
NA,NA,"Alexandru Ioan Cuza University"
NA,NA,"Aligarh Muslim University"
NA,NA,"American University of Sharjah"
NA,NA,"Amrita University"
NA,NA,"Anadolu University"
NA,NA,"Andhra University"
NA,NA,"University of Antioquia"
NA,NA,"Aristotle University of Thessaloniki"
NA,NA,"Asia University, Taiwan"
NA,NA,"Athens University of Economics and Business"
NA,NA,"Auckland University of Technology"
NA,NA,"Austral University of Chile"
NA,NA,"Beijing Institute of Technology"
NA,NA,"Belarusian State University"
NA,NA,"University of Belgrade"
NA,NA,"Birla Institute of Technology and Science, Pilani"
NA,NA,"University of Bradford"
NA,NA,"University of Brasília"
NA,NA,"University of Brighton"
NA,NA,"University of Bucharest"
NA,NA,"Budapest University of Technology and Economics"
NA,NA,"Cairo University"
NA,NA,"University of Calcutta"
NA,NA,"California State University, Long Beach"
NA,NA,"Capital Medical University"
NA,NA,"University of Castilla-La Mancha"
NA,NA,"University of Central Lancashire"
NA,NA,"University of Cergy-Pontoise"
NA,NA,"Chang Gung University"
NA,NA,"Carlos III University of Madrid"
NA,NA,"University of Chemistry and Technology, Prague"
NA,NA,"Chiang Mai University"
NA,NA,"Chiba University"
NA,NA,"China University of Geosciences (Wuhan)"
NA,NA,"China University of Petroleum (Beijing)"
NA,NA,"Chonbuk National University"
NA,NA,"Chongqing University"
NA,NA,"Chonnam National University"
NA,NA,"Chulalongkorn University"
NA,NA,"Chung Yuan Christian University"
NA,NA,"Chungnam National University"
NA,NA,"Comenius University in Bratislava"
NA,NA,"Coventry University"
NA,NA,"Dalian University of Technology"
NA,NA,"University of Debrecen"
NA,NA,"University of Delhi"
NA,NA,"University of Dhaka"
NA,NA,"Dublin Institute of Technology"
NA,NA,"Ehime University"
NA,NA,"University of Electronic Science and Technology of China"
NA,NA,"Eötvös Loránd University"
NA,NA,"Erciyes University"
NA,NA,"Federal University of Bahia"
NA,NA,"Federal University of Minas Gerais"
NA,NA,"Federal University of Paraná (UFPR)"
NA,NA,"Federal University of Rio Grande do Sul"
NA,NA,"Federal University of Santa Catarina"
NA,NA,"Federal University of São Carlos"
NA,NA,"Federal University of Viçosa"
NA,NA,"Federal University of Lavras"
NA,NA,"Feng Chia University"
NA,NA,"Fu Jen Catholic University"
NA,NA,"Gdańsk University of Technology"
NA,NA,"University of Ghana"
NA,NA,"Gifu University"
NA,NA,"Glasgow Caledonian University"
NA,NA,"University of Greenwich"
NA,NA,"Hacettepe University"
NA,NA,"University of Huddersfield"
NA,NA,"Hunan University"
NA,NA,"University of Ibadan"
NA,NA,"University of Indonesia"
NA,NA,"Inha University"
NA,NA,"I-Shou University"
NA,NA,"Istanbul University"
NA,NA,"Jilin University"
NA,NA,"University of Jordan"
NA,NA,"Jordan University of Science and Technology"
NA,NA,"Juntendo University"
NA,NA,"K.N. Toosi University of Technology"
NA,NA,"Kaohsiung Medical University"
NA,NA,"Khon Kaen University"
NA,NA,"Kingston University"
NA,NA,"Kinki University"
NA,NA,"Konkuk University"
NA,NA,"Kumamoto University"
NA,NA,"Kyungpook National University"
NA,NA,"Kyushu Institute of Technology"
NA,NA,"University of Latvia"
NA,NA,"Lille 1 University – Science and Technology"
NA,NA,"University of Lincoln"
NA,NA,"University of Ljubljana"
NA,NA,"Miami University"
