"university_name","lon","lat"
"University of Auckland",174.7699782,-36.8490661
"University of Birmingham",-1.93668,52.45126
"Alexandria University",-117.8205127,33.6817395
"Uppsala University",17.6300093,59.8509005
"Hong Kong Polytechnic University",114.178928,22.302516
"University of Aberdeen",-82.4317193,28.0653457
"Delft University of Technology",4.3570677,52.0115769
"Birkbeck, University of London",-0.130217,51.5219285
"Newcastle University",151.710005,-32.8871981
"University of New South Wales",151.710005,-32.8871981
"Pompeu Fabra University",2.1790535,41.3793687
"Indiana University",-86.5269373,39.1670467
"Iowa State University",-93.6396252,42.0277899
"Georgia Health Sciences University",-82.9000751,32.1656221
"Erasmus University Rotterdam",4.525585,51.91752
"University of Delaware",-117.7759092,33.7105331
"Arizona State University",-111.9339825,33.4205343
"Boston College",-0.0147452,52.9733763
"National Sun Yat-Sen University",120.265922,22.625005
"Georgetown University",-77.0722585,38.9076089
"University of Amsterdam",4.9470315,52.3561962
"University of Liverpool",-2.9655722,53.405936
"Aarhus University",12.1021324,55.695402
"University of Leeds",-82.4315563,28.0637104
"University of Würzburg",9.9533548,49.7913044
"University of Groningen",6.5665018,53.2193835
"Sun Yat-sen University",113.29947,23.103702
"Goethe University Frankfurt",8.6293081,50.1703746
"Bielefeld University",8.4963449,52.0354177
"Nanyang Technological University",-120.554501,34.865784
"University of East Anglia",1.2406141,52.6184758
"University of Nottingham",-1.1951582,52.938636
"University of Copenhagen",121.0990078,14.6064499
"Humboldt University of Berlin",13.5333041,52.4321218
"Monash University",145.1340508,-38.1532011
"University of Bonn",121.1009535,14.6051887
"National Chiao Tung University",120.294197,22.925346
"RWTH Aachen University",6.0656869,50.7800778
"Middle East Technical University",33.0307541,35.246756
"University of Exeter",-117.8296666,33.6508563
"University of Twente",6.8524128,52.2410326
"University of Konstanz",-112.0125261,33.3752269
"Karlsruhe Institute of Technology",8.4170303,49.0119199
"University of Innsbruck",-81.2365003,28.5527426
"University of Tübingen",9.0576448,48.5216364
"Drexel University",-90.3312523,38.6677847
"University of Cincinnati",-84.5138565,39.1288979
"Yonsei University",126.938572,37.565784
"Dalhousie University",-97.1453994,49.7887693
"KTH Royal Institute of Technology",18.0706645,59.3498065
"University of Vienna",-117.8440006,33.6140008
"Kent State University",-81.3449261,41.1507253
"University of Illinois at Chicago",-117.3484801,33.9690772
"Zhejiang University",120.1689207,30.2929634
"Simon Fraser University",-122.9198833,49.2780937
"Swedish University of Agricultural Sciences",17.6628688,59.814947
"University of Wisconsin-Madison",-89.4052247,43.0765915
"University of Texas at Austin",-97.7335226,30.2850284
"University of Rochester",-77.6260033,43.1305531
"University of Bern",121.0977098,14.6037344
"Hebrew University of Jerusalem",35.196198,31.779193
"University of Florida",-80.277027,25.714868
"Brandeis University",-85.7551276,38.2190053
"Chinese University of Hong Kong",114.203926,22.417442
"Free University of Berlin",13.404954,52.5200066
"University of Warwick",-1.563191,52.379411
"Radboud University Nijmegen",5.8372264,51.8125626
"Medical University of South Carolina",-79.9514049,32.7870748
"Texas A&M University",-99.9018131,31.9685988
"University of Reading",-0.948534,51.440262
"Tel Aviv University",34.8046043,32.1036332
"Paris Diderot University – Paris 7",2.3075232,48.8588342
"Université Catholique de Louvain",4.4482526,50.4079951
"University of Miami",-80.2792843,25.7216374
"Queen’s University",-73.7948516,40.7282239
"University of São Paulo",-46.7307891,-23.5613991
"University of Oslo",121.0936889,14.6712421
"University of Ottawa",-75.6828,45.4248599
"University of Western Australia",150.7397635,-33.7699666
"City University of Hong Kong",114.1720025,22.3374868
"Maastricht University",5.6886039,50.8442878
"University of Leicester",-1.1064677,52.6084655
"Autonomous University of Barcelona",2.1640917,41.3855048
"Cardiff University",-3.1868361,51.4919075
"Colorado School of Mines",-105.2344334,39.7458208
"Nagoya University",136.967573,35.153491
"Northeastern University",-71.0894884,42.340082
"Technion Israel Institute of Technology",35.0231271,32.7767783
"Tulane University",-90.3302509,38.6628918
"Ulm University",-92.0610366,32.5320588
"Umeå University",20.3116101,63.8215945
"University at Buffalo",-82.3457627,36.3051823
"University of Essex",-83.0524629,40.0024922
"University of Georgia",44.779722,41.7229257
"University of Gothenburg",11.9853213,57.6954209
"University of Medicine and Dentistry of New Jersey",-74.4701962,40.5255752
"University of Otago",170.513132,-45.863208
"University of South Carolina",-81.0274276,33.996112
"University of Strasbourg",-117.7779478,33.6833384
"University of Waterloo",-80.541671,43.473289
"University of Western Ontario",-81.2769422,43.0010299
"Université Libre de Bruxelles",4.3822222,50.8132068
"Carleton University",-75.698312,45.3830819
"Chalmers University of Technology",11.9777584,57.6883684
"Colorado State University",-105.0807072,40.5747751
"Creighton University",-95.9428199,41.2623774
"Fudan University",121.5014465,31.2985307
"Korea University",127.035859,37.590401
"Macquarie University",151.1185824,-33.7775092
"State University of New York Albany",-73.7611058,42.6558252
"Tokyo Metropolitan University",139.6917064,35.6894875
"University of Bologna",-97.379464,32.7170887
"University of Calgary",-114.1358007,51.0781599
"University of Hamburg",9.9846195,53.5665641
"University of Milan",9.1945843,45.4601435
"University of Milan-Bicocca",9.213452,45.518383
"University of Missouri",-92.3277375,38.9403808
"University of Padua",11.8774462,45.406766
"University of Trieste",13.7934477,45.658667
"Bangor University",-4.1299874,53.2295205
"Brunel University London",-0.4692108,51.5331581
"Johannes Kepler University of Linz",14.3219434,48.3375357
"Kyushu University",130.4250445,33.6266584
"Norwegian University of Science and Technology",10.402077,63.419499
"Queen’s University Belfast",-5.9340494,54.5844087
"Ruhr University Bochum",7.2616093,51.4456659
"Stellenbosch University",18.864447,-33.9328078
"Tilburg University",5.0419736,51.5631406
"TU Dresden",13.7289964,51.0292734
"University of Bath",-2.3272635,51.3781162
"University of Graz",15.4499126,47.0777872
"University of Kiel",10.1147022,54.3460549
"University of Southern Denmark",10.4280674,55.3706746
"University of Texas at Dallas",-96.7500993,32.9857619
"University of the Witwatersrand",28.0305044,-26.1930344
"University of Tsukuba",140.1039611,36.1087221
"University of Wollongong",150.87843,-34.4054039
"Victoria University of Wellington",174.7686615,-41.2904017
"Virginia Polytechnic Institute and State University",-80.4234167,37.2283843
"Wayne State University",-83.0665462,42.3591388
"Aberystwyth University",-4.0632712,52.4153984
"Autonomous University of Madrid",-3.6943619,40.5466983
"Hokkaido University",141.340013,43.0779575
"Istanbul Technical University",29.0253401,41.1055941
"Lomonosov Moscow State University",37.5286695,55.7039349
"Montpellier University",3.8603619,43.6319555
"Queensland University of Technology",153.0284231,-27.477356
"State University of Campinas",-47.0647206,-22.8184393
"Technical University of Darmstadt",8.6568726,49.8751004
"Tokyo Medical and Dental University (TMDU)",139.764451,35.7012897
"UiT The Arctic University of Norway",18.9712162,69.6798027
"University of Antwerp",4.4102318,51.2228097
"University of Crete",25.0826527,35.3073146
"University of Guelph",-80.2245283,43.5331548
"University of Iceland",-21.9518896,64.1396203
"University of Kansas",-95.2557961,38.9543439
"University of Kentucky",-84.5039697,38.0306511
"University of Münster",7.6131826,51.9635705
"University of Newcastle",151.7041775,-32.8927718
"University of Texas at San Antonio",-98.6207675,29.5830244
"University of Trento",11.1231165,46.0667967
"York University",-79.5018684,43.7734535
"Aalborg University",9.9818527,57.0145665
"Aalto University",24.827682,60.1866693
"Bar-Ilan University",34.8430876,32.0691989
"Binghamton University, State University of New York",-75.9697049,42.0893553
"Boğaziçi University",29.0510399,41.0847571
"Charles Darwin University",130.8689199,-12.3717852
"Charles University in Prague",14.4234889,50.0871106
"George Mason University",-77.3115849,38.8343675
"Indian Institute of Technology Bombay",72.9132679,19.1334302
"Jagiellonian University",19.9341074,50.0609623
"Keele University",-2.272053,53.0034373
"Keio University",139.7429376,35.6489643
"Lehigh University",-75.3782832,40.6069087
"Linköping University",15.5760072,58.3978364
"National Taiwan University of Science and Technology (Taiwan Tech)",121.5416515,25.0130679
"Plymouth University",-4.1406465,50.3745284
"Polytechnic University of Milan",9.2272764,45.4781071
"Sapienza University of Rome",12.5144384,41.9037626
"Shanghai Jiao Tong University",121.4337784,31.0252201
"Sharif University of Technology",51.351593,35.7036366
"Sungkyunkwan University (SKKU)",126.993606,37.588227
"University College Cork",-8.4932738,51.8921099
"University of Aveiro",-8.657506,40.6303024
"University of Canterbury",172.5839233,-43.5235375
"University of Eastern Finland",29.744203,62.603598
"University of Ferrara",11.6261625,44.8334234
"University of Hertfordshire",-0.2467997,51.7617561
"University of Houston",-95.3422334,29.7199489
"University of Hull",-0.3673875,53.7714552
"University of Liège",5.559064,50.5830803
"University of Manitoba",-97.1366259,49.8075008
"University of Maryland, Baltimore County",-76.7111956,39.2551135
"University of Modena and Reggio Emilia",10.9279258,44.6451116
"University of Oklahoma",-97.4457137,35.2058936
"University of Pisa",10.3988593,43.7167235
"University of Porto",-8.6156998,41.1465479
"University of South Florida",-82.4138539,28.0587031
"University of Stirling",-3.918879,56.1459171
"University of Surrey",-0.5904827,51.2423009
"University of Tampere",23.7787354,61.4937448
"University of Tasmania",147.3266391,-42.9035119
"University of Valencia",-0.3593863,39.4793254
"University of Waikato",175.3184579,-37.7868611
"University of Warsaw",21.0186012,52.2403463
"Vienna University of Technology",16.3684626,48.1986546
"Vrije Universiteit Brussel",4.394886,50.821658
"Washington State University",-117.1542121,46.7319225
"Aston University",-1.8902314,52.4869642
"Auburn University",-85.4951663,32.5933574
"Clemson University",-82.8391551,34.680476
"Curtin University",115.8944182,-32.0061951
"Deakin University",145.1149452,-37.8477381
"Flinders University",138.5713281,-35.0244952
"Georgia State University",-84.3852819,33.753068
"Griffith University",153.053674,-27.5536791
"Harbin Institute of Technology",126.633425,45.747047
"Heriot-Watt University",-3.3203494,55.9096602
"Hiroshima University",132.714908,34.403123
"Kansas State University",-96.5847249,39.1974437
"Kobe University",135.2353953,34.7256185
"Kyung Hee University",127.052544,37.5961951
"La Trobe University",145.0483946,-37.7207268
"Leibniz University of Hanover",9.7196989,52.3829641
"Liverpool John Moores University",-2.9712846,53.4034017
"Loughborough University",-1.224632,52.769227
"Mahidol University",100.3233845,13.7947609
"Massey University",175.619553,-40.3867649
"Michigan Technological University",-88.5445293,47.1170498
"National Central University",121.1925163,24.9694808
"National Taiwan Ocean University",121.7768159,25.1501756
"National University of Ireland, Galway",-9.061603,53.276645
"National University of Ireland, Maynooth",-6.6000704,53.3838822
"New Jersey Institute of Technology",-74.1778803,40.7425572
"New University of Lisbon",-9.160333,38.733682
"Old Dominion University",-76.3035628,36.888947
"Polytechnic University of Catalonia",2.1132804,41.388004
"Polytechnic University of Turin",7.6620529,45.0627948
"Polytechnic University of Valencia",-0.341067,39.481059
"Pontifical Catholic University of Chile",-70.6407933,-33.4411279
"Saint Petersburg State University",30.2989198,59.941894
"Swansea University",-3.982132,51.608392
"Swinburne University of Technology",145.0389546,-37.8221504
"Tokyo University of Agriculture and Technology",139.478664,35.683986
"University of Bari Aldo Moro",16.8684745,41.1205546
"University of Coimbra",-8.4241509,40.2089072
"University of Idaho",-117.0126084,46.7288124
"University of Kent",1.071629,51.298536
"University of Paris North – Paris 13",2.341461,48.956209
"University of Salento",18.1672669,40.3495599
"University of South Australia",138.6066669,-34.9201652
"University of Strathclyde",-4.2428535,55.8628285
"University of Tartu",26.7198658,58.3810843
"University of Turku",22.2851138,60.4562974
"University of Wyoming",-105.5796706,41.3130972
"University of Zaragoza",-0.90034,41.64213
"Waseda University",139.7208045,35.7092082
"Wuhan University",114.3643219,30.5360485
"Yuan Ze University",121.2664937,24.9699006
"Paris-Sud University",2.1764839,48.6976847
"Joseph Fourier University",4.915197,44.91763
"Johannes Gutenberg University of Mainz",8.2415552,49.9926403
"St George’s, University of London",-0.1745034,51.4271937
"University of Erlangen-Nuremberg",11.0045507,49.5978804
"Florida Institute of Technology",-80.623022,28.0646888
"Indian Institute of Technology Kharagpur",87.3105311,22.3149274
"Koç University",29.0732704,41.2053128
"Laval University",-71.2747424,46.7817463
"Mines ParisTech",2.339632,48.845585
"National Research Nuclear University MePhI",37.6638741,55.649567
"University of Connecticut",-72.2539805,41.8077414
"University of Oregon",-123.0726055,44.0448302
"Bayreuth University",11.585831,49.9288196
"Oregon State University",-123.2794442,44.5637806
"University of Montana",-113.9852081,46.8600672
"University of Turin",7.6889006,45.069428
"Claude Bernard University Lyon 1",4.862939,45.779462
"King Abdulaziz University",39.2457769,21.4938519
"Medical University of Vienna",16.351571,48.219673
"Murdoch University",115.8329519,-32.0686354
"National Cheng Kung University",120.2180947,22.9996873
"North Carolina State University",-78.6820946,35.7846633
"Renmin University of China",116.3188145,39.9696062
"University of Fribourg",7.152006,46.806357
"University of Pavia",9.1555362,45.1864597
"University of Portsmouth",-1.0935686,50.7951287
"University of Vermont",-73.1964637,44.4778528
"Indian Institute of Technology Roorkee",77.8965787,29.8648599
"King Mongkut’s University of Technology Thonburi",100.4949226,13.6517367
"National Autonomous University of Mexico",-99.1843676,19.3188895
"Paris Dauphine University",2.273451,48.870029
"Southern Methodist University",-96.7845175,32.8412178
"Temple University",-75.1575243,39.9803336
"University of Duisburg-Essen",6.8009529,51.4277477
"University of Jyväskylä",25.7316335,62.2365317
"University of KwaZulu-Natal",30.9807272,-29.8674219
"University of Minho",-8.3966231,41.5598965
"University of Technology Sydney",151.2004942,-33.8832376
"University of the Andes, Colombia",-74.065012,4.602968
"University of Vigo",-8.6833929,42.1694456
"Panjab University",76.7653924,30.7606188
"University of Cologne",6.9288192,50.9281625
"University of Nebraska-Lincoln",-96.7004763,40.8201966
"University of Alaska Fairbanks",-147.8364611,64.8575556
"Wuhan University of Technology",114.356477,30.610732
"China Medical University, Taiwan",120.6801328,24.1562767
"Hanyang University",127.0453219,37.5572321
"Indian Institute of Technology Delhi",77.1926283,28.5449756
"Indian Institute of Technology Kanpur",80.2329,26.5123388
"King Saud University",46.6191078,24.716241
"San Diego State University",-117.0718893,32.7757217
"University of Florence",11.259765,43.7776426
"University of Navarra",-1.6582784,42.8024726
"University of Rovira i Virgili",1.260497,41.1196609
"Scuola Normale Superiore di Pisa",10.4003296,43.7196006
"Syracuse University",-76.1351158,43.0391534
"Sabancı University",29.3748667,40.8928831
"Technical University of Berlin",13.3269446,52.5125322
"Federico Santa María Technical University",-71.5956131,-33.0347298
"University of Bremen",8.85204,53.106758
"University of New Mexico",-106.6197812,35.0843187
"Indian Institute of Science",77.5671423,13.0218597
"Lappeenranta University of Technology",28.0941671,61.0648818
"University of Macau",113.5466489,22.1290705
"Illinois Institute of Technology",-87.6270059,41.8348731
"Novosibirsk State University",83.0943884,54.8477462
"University of Marrakech Cadi Ayyad",-8.0038775,31.6652074
"University of Nebraska Medical Center",-95.9778714,41.2551186
"University of Stuttgart",9.1747024,48.7815352
"Ewha Womans University",126.9468294,37.5618577
"Isfahan University of Technology",51.5330109,32.7200351
"Royal College of Surgeons in Ireland",-6.261986,53.338985
"University of Lisbon",-9.1567472,38.7530019
"University of Rome III",12.4795619,41.8620534
"University of Seoul",127.0587771,37.5838657
"Western Sydney University",151.0251472,-33.8118321
"University of Mannheim",8.4622333,49.4837106
"Scuola Superiore Sant’Anna",10.4027859,43.7209661
"University of Luxembourg",5.948386,49.504254
"Charité - Universitätsmedizin Berlin",13.3766245,52.5264618
"Copenhagen Business School",12.529679,55.681611
"Florida State University",-84.2984889,30.4418778
"Oregon Health and Science University",-122.6859419,45.499045
"Paris Descartes University",2.340761,48.851251
"Peter the Great St Petersburg Polytechnic University",30.372899,60.007357
"Royal Veterinary College",-0.1335335,51.536454
"Rush University",-87.6695315,41.8736016
"Aix-Marseille University",5.3591422,43.2922146
"University of Bordeaux",-0.5707764,44.830485
"James Cook University",146.7580624,-19.3275726
"Justus Liebig University Giessen",8.6771313,50.5804427
"Saint Louis University",-90.2373647,38.6354092
"University of Tennessee, Knoxville",-83.9294564,35.9544013
"Tomsk Polytechnic University",84.950135,56.465427
"University of Greifswald",13.3746917,54.0949312
"Gwangju Institute of Science and Technology",126.8407202,35.2272692
"University of Hohenheim",9.2139326,48.7119251
"Kazan Federal University",49.1214348,55.790447
"Medical College of Wisconsin",-88.020103,43.043967
"University of Naples Federico II",14.2578058,40.845492
"Örebro University",15.24923,59.254276
"Technical University of Dortmund",7.4128386,51.4926981
"Toulouse 1 Capitole University",1.4371122,43.6067724
"VŠB - Technical University of Ostrava",18.1636092,49.8336826
"University of Cyprus",33.3770175,35.1600014
"University of St Gallen",9.3755673,47.4321575
"Graz University of Technology",15.450342,47.0692742
"Instituto Superior Técnico Lisboa",-9.138705,38.7368192
"University of Oulu",25.4662935,65.0593177
"Panthéon-Sorbonne University – Paris 1",2.344468,48.8469373
"University of South Dakota",-96.925271,42.784118
"Lille 2 University – Health and Law",3.0838866,50.6115951
"Verona University",11.004076,45.43844
"American University",-77.088468,38.93741
"Bournemouth University",-1.8962463,50.742981
"University of Brescia",10.217297,45.537837
"Brno University of Technology",16.6033808,49.2017233
"Ca’ Foscari University of Venice",12.3261971,45.4345319
"University of Cagliari",9.1149594,39.2175754
"Catholic University of the Sacred Heart",9.1771785,45.4621325
"City University London",-0.1025445,51.5278249
"Complutense University of Madrid",-3.7285872,40.4478246
"Concordia University",-117.810409,33.65461
"Dublin City University",-6.2567437,53.3861818
"East China University of Science and Technology",121.4251069,31.1408757
"Florida International University",-80.3739487,25.7565756
"University of Genoa",8.9267336,44.4149149
"Howard University",-77.0194377,38.9226843
"Indian Institute of Technology Madras",80.2339031,12.9908081
"University of Ioannina",20.8450898,39.6158593
"Iran University of Science and Technology",51.5023103,35.742474
"University of Kaiserslautern",7.7556483,49.4253647
"Louisiana State University",-91.1800023,30.4132579
"Makerere University",32.5709881,0.329183
"Marche Polytechnic University",13.5127759,43.6171442
"University of Nantes",-1.5559718,47.2095499
"National and Kapodistrian University of Athens",23.7786871,37.968196
"National Institute of Applied Sciences of Lyon (INSA Lyon)",4.878273,45.782938
"National Yang-Ming University",121.5137024,25.1230017
"University of Neuchâtel",6.9387031,46.9938549
"University of Nice Sophia Antipolis",7.2896737,43.7099458
"The Open University",-0.7104769,52.0250914
"Oxford Brookes University",-1.29121,51.7399245
"University of Palermo",13.369838,38.11779
"University of Parma",10.3257786,44.8011856
"RMIT University",144.9639667,-37.8085495
"University of Rome II – Tor Vergata",12.5978728,41.850142
"University of San Francisco",-122.450683,37.7766466
"University of Saskatchewan",-106.6313582,52.1334003
"University of Siena",11.3330265,43.3191557
"Southern Cross University",153.2994676,-28.8186387
"Tampere University of Technology",23.8586408,61.4497952
"University of Ulsan",129.256337,35.543932
"Ulster University",-6.6751586,55.1497581
"Université du Québec à Montréal",-73.5605955,45.5125995
"Universiti Teknologi Malaysia",103.6381827,1.55849
"University of Urbino Carlo Bo",12.6367849,43.7243069
"Xiamen University",118.097855,24.4373484
"American University of Beirut",35.4811142,33.90113
"Amirkabir University of Technology",51.4091693,35.7040861
"University of Arkansas",-94.1736551,36.0678324
"Babeş-Bolyai University",23.5912762,46.7677955
"University of the Basque Country",-2.673645,42.838485
"Bauman Moscow State Technical University",37.6839719,55.7668614
"Ben-Gurion University of the Negev",34.801461,31.262218
"Blaise Pascal University",3.1123259,45.7640856
"University of Burgundy",5.0703447,47.3117503
"University of Canberra",149.0840869,-35.2381609
"University of Catania",15.0864981,37.5035647
"Central Queensland University",150.5185512,-23.324376
"University of Chile",-70.6509277,-33.4445204
"China Agricultural University",116.353052,40.004171
"Chung-Ang University",126.956954,37.504147
"Czech Technical University in Prague",14.3912841,50.1030364
"De Montfort University",-1.139599,52.6291014
"East China Normal University",121.4066077,31.227812
"Edith Cowan University",115.7732882,-31.7524053
"Federal University of Rio de Janeiro",-43.1753638,-22.9541412
"University of Granada",-3.600767,37.183853
"University of Haifa",35.0195184,32.7614296
"Huazhong University of Science and Technology",114.413666,30.507905
"Indian Institute of Technology Guwahati",91.6950635,26.1929025
"Jadavpur University",88.3698181,22.4996111
"Kanazawa University",136.7087378,36.5459854
"King Fahd University of Petroleum and Minerals",50.1445651,26.3104682
"University of La Laguna",-16.3127175,28.4848482
"University of Limerick",-8.5745593,52.6687383
"Manchester Metropolitan University",-2.238469,53.471055
"University of Maribor",15.6433073,46.5591885
"Masaryk University",16.605384,49.1986299
"Memorial University of Newfoundland",-52.7329053,47.5737975
"Missouri University of Science and Technology",-91.7755727,37.953451
"Montana State University",-111.049325,45.667548
"Monterrey Institute of Technology and Higher Education",-121.8970109,36.5993006
"National Taiwan Normal University",121.5273658,25.0254571
"National Technical University of Athens",23.7827066,37.9783769
"New Mexico State University",-106.7447566,32.2847481
"University of North Carolina at Greensboro",-79.8098429,36.0674908
"Oklahoma State University",-97.0737222,36.1270236
"Osaka City University",135.505417,34.5919232
"Otto von Guericke University of Magdeburg",11.647715,52.1401928
"University of Oviedo",-5.8462773,43.3617179
"Palacký University in Olomouc",17.2600153,49.5954268
"Pontifical Catholic University of Rio de Janeiro (PUC-Rio)",-43.2333608,-22.9782927
"Portland State University",-122.6846429,45.5119323
"University of Pretoria",28.2314476,-25.7545492
"Pusan National University",129.0797639,35.2336948
"Quaid-i-azam University",73.1380962,33.7462228
"University of Regina",-104.58849,50.4170134
"University of Rennes 1",-1.67296,48.1159299
"University of Salamanca",-5.6669251,40.9613376
"University of Santiago de Compostela",-8.545475,42.8799935
"Semmelweis University",19.0673266,47.4873553
"University of Seville",-5.9912307,37.3807579
"Université de Sherbrooke",-71.9255204,45.3768886
"Soochow University",120.639406,31.3094277
"South China University of Technology",113.344683,23.151326
"Tallinn University of Technology",24.671431,59.395884
"Tehran University of Medical Sciences",51.3941258,35.7058568
