"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat","bar_count"
175,"University of Konstanz","Germany",38.5,"58.3",46.7,61.9,"92.4","50.8","10,930",59.1,"12%","54 : 46",2016,-112.0125261,33.3752269,14
176,"Eindhoven University of Technology","Netherlands",34.3,"71.3",41,70.7,"57.3","50.6","8,176",16,"14%","19 : 81",2016,5.4907148,51.4486098,103
176,"University College Dublin","Republic of Ireland",35,"86.3",38.5,70.8,"33.5","50.6","22,193",24.5,"23%","",2016,-6.2168851,53.305257,194
178,"Hebrew University of Jerusalem","Israel",45.8,"55.6",41.4,64.6,"31.9","50.5","17,612",10.7,"5%","55 : 45",2016,35.196198,31.779193,96
179,"University of Waterloo","Canada",35.4,"74.4",43.9,66.5,"39.5","50.3","30,726",24.2,"14%","45 : 55",2016,-80.541671,43.473289,70
180,"University of Gothenburg","Sweden",28.5,"58.3",39.8,81.8,"30.3","50.2","26,420",16.4,"12%","",2016,11.9853213,57.6954209,192
180,"Scuola Superiore Sant’Anna","Italy",42.5,"45.2",23.2,84.5,"71.2","50.2","769",8.5,"17%","35 : 65",2016,10.4027859,43.7209661,200
182,"University of Bergen","Norway",32.5,"70.0",31.5,82.4,"36.2","50.1","11,623",11.1,"12%","60 : 40",2016,-74.1913563,40.7424432,200
182,"Cardiff University","United Kingdom",30.9,"78.1",31.6,82,"34.6","50.1","23,347",13.1,"23%","57 : 43",2016,-3.1868361,51.4919075,190
182,"University of Utah","United States of America",35.6,"30.1",35.3,83.7,"57.4","50.1","25,674",16.9,"9%","45 : 55",2016,-111.8884532,33.4249307,94
185,"Brandeis University","United States of America",28.3,"47.0",25.7,97.3,"38.6","49.9","5,495",12.6,"22%","55 : 45",2016,-85.7551276,38.2190053,198
185,"University of Dundee","United Kingdom",25.6,"78.5",26.9,90.2,"49.5","49.9","11,628",15.3,"25%","60 : 40",2016,-82.4316809,28.0619082,63
185,"University of Würzburg","Germany",34.6,"50.9",35.8,79.1,"47.9","49.9","26,576",38.4,"8%","57 : 43",2016,9.9533548,49.7913044,110
188,"Paris-Sud University","France",38.7,"64.2",29,79.8,"28.8","49.8","27,603",15,"17%","",2016,2.1764839,48.6976847,59
189,"Arizona State University","United States of America",32.4,"31.9",38.1,84.6,"32.0","49.7","83,236",29.9,"9%","50 : 50",2016,-111.9339825,33.4205343,101
190,"University of Antwerp","Belgium",31.6,"64.8",40.8,71.7,"60.3","49.6","12,346",30.3,"16%","56 : 44",2016,4.4102318,51.2228097,200
190,"Boston College","United States of America",34.1,"60.0",29.3,83.3,"46.8","49.6","13,216",17.4,"19%","54 : 46",2016,-0.0147452,52.9733763,53
192,"Ulm University","Germany",35.2,"58.2",23.9,86.4,"58.4","49.5","9,187",11.2,"10%","47 : 53",2016,-92.0610366,32.5320588,28
193,"University of Luxembourg","Luxembourg",25,"99.8",26.7,84.8,"38.1","49.4","5,144",15.9,"52%","50 : 50",2016,5.948386,49.504254,41
193,"Texas A&M University","United States of America",49.4,"47.8",52.4,47.1,"46.4","49.4","50,657",21.4,"9%","47 : 53",2016,-99.9018131,31.9685988,1
195,"Charité - Universitätsmedizin Berlin","Germany",37.3,"61.1",22.2,83.8,"68.4","49.3","6,853",6.6,"16%","64 : 36",2016,13.3766245,52.5264618,198
196,"Newcastle University","United Kingdom",30.9,"84.3",27.5,81.5,"34.7","49.2","20,174",15.2,"29%","50 : 50",2016,151.710005,-32.8871981,28
196,"St George’s, University of London","United Kingdom",25.6,"69.5",18.1,100,"37.7","49.2","2,958",13.4,"17%","61 : 39",2016,-0.1745034,51.4271937,192
198,"University of Trento","Italy",30.8,"55.9",27.4,87.7,"47.1","49.1","16,841",43.2,"8%","51 : 49",2016,11.1231165,46.0667967,199
199,"Paris Diderot University – Paris 7","France",30.5,"64.9",22.9,91,"29.0","48.9","27,756",14.8,"17%","63 : 37",2016,2.3075232,48.8588342,198
200,"Queen’s University Belfast","United Kingdom",34.1,"93.4",33.3,68.9,"35.7","48.8","17,940",17.9,"30%","54 : 46",2016,-5.9340494,54.5844087,199
NA,"Aalborg University","Denmark",25.1,"71.0",28.4,73.8,"43.7","-","17,422",15.9,"15%","48 : 52",2016,9.9818527,57.0145665,25
NA,"Birkbeck, University of London","United Kingdom",33.5,"89.9",35.1,66.3,"28.5","-","9,454",17.2,"38%","55 : 45",2016,-0.130217,51.5219285,195
NA,"University of Bologna","Italy",39.3,"39.9",29.5,73,"34.5","-","85,532",22.9,"7%","56 : 44",2016,-97.379464,32.7170887,130
NA,"University at Buffalo","United States of America",36.5,"60.6",37.9,62,"43.8","-","25,668",19,"19%","47 : 53",2016,-82.3457627,36.3051823,23
NA,"University of Calgary","Canada",33.9,"70.1",36.7,67.8,"52.0","-","28,341",16.5,"17%","53 : 47",2016,-114.1358007,51.0781599,75
NA,"Chalmers University of Technology","Sweden",36.6,"77.6",35.3,52.2,"79.5","-","8,605",11.6,"15%","30 : 70",2016,11.9777584,57.6883684,188
NA,"City University of Hong Kong","Hong Kong",32.1,"81.6",26.7,76.8,"50.1","-","10,015",7.1,"28%","51 : 49",2016,114.1720025,22.3374868,199
NA,"Copenhagen Business School","Denmark",19.3,"88.5",26.5,79.4,"35.3","-","18,293",42.7,"19%","48 : 52",2016,12.529679,55.681611,200
NA,"Dalhousie University","Canada",30.4,"78.3",29.4,65.2,"50.3","-","15,064",14.4,"18%","55 : 45",2016,-97.1453994,49.7887693,15
NA,"University of Duisburg-Essen","Germany",32.3,"48.5",27,81.3,"82.3","-","36,051",46.6,"11%","49 : 51",2016,6.8009529,51.4277477,79
NA,"École Normale Supérieure de Lyon","France",41.6,"65.6",30,69,"31.7","-","2,218",8,"14%","49 : 51",2016,4.829049,45.731469,198
NA,"Florida State University","United States of America",38.5,"41.6",40.1,64.7,"32.0","-","41,226",31.8,"7%","55 : 45",2016,-84.2984889,30.4418778,93
NA,"University of Fribourg","Switzerland",32.3,"87.4",32.9,64.1,"60.8","-","10,416",46.9,"19%","58 : 42",2016,7.152006,46.806357,36
NA,"Fudan University","China",44.7,"38.6",30.4,61.1,"28.0","-","32,175",12.2,"11%","50 : 50",2016,121.5014465,31.2985307,196
NA,"George Washington University","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56 : 44",2016,-77.0470916,38.8991756,199
NA,"Goethe University Frankfurt","Germany",35.8,"60.2",28.6,79.3,"38.1","-","31,861",9.3,"15%","60 : 40",2016,8.6293081,50.1703746,47
NA,"University of Hawai’i at Mānoa","Unisted States of America",32,"63.4",35.5,67.7,"44.7","-","",NA,"","",2016,-157.818968,21.3,199
NA,"Hong Kong Polytechnic University","Hong Kong",29.3,"79.0",35.2,63.3,"45.1","-","22,064",25.9,"26%","51 : 49",2016,114.178928,22.302516,198
NA,"University of Illinois at Chicago","United States of America",40.9,"58.1",29.2,63.2,"38.0","-","24,313",9.2,"17%","53 : 47",2016,-117.3484801,33.9690772,36
NA,"Indiana University","United States of America",43,"41.2",27.3,74.8,"-","-","62,468",13.6,"13%","53 : 47",2016,-86.5269373,39.1670467,58
NA,"University of Iowa","United States of America",41,"32.3",26.7,73.5,"54.1","-","27,526",11.6,"11%","52 : 48",2016,-117.3398859,33.9790905,31
NA,"Johannes Gutenberg University of Mainz","Germany",34.9,"53.3",21.7,72.6,"70.7","-","35,609",32.6,"10%","58 : 42",2016,8.2415552,49.9926403,149
NA,"Joseph Fourier University","France",34.2,"58.6",21.6,83.2,"31.6","-","16,130",12.1,"13%","",2016,4.915197,44.91763,172
NA,"University of Kiel","Germany",32.3,"49.4",20.5,89.5,"-","-","24,444",23.8,"8%","53 : 47",2016,10.1147022,54.3460549,115
NA,"Laval University","Canada",37.5,"63.8",31.7,62.2,"57.5","-","27,227",16.2,"12%","",2016,-71.2747424,46.7817463,75
NA,"Medical University of Vienna","Austria",26.6,"81.7",14.6,89.1,"33.9","-","7,426",2.9,"28%","50 : 50",2016,16.351571,48.219673,200
NA,"Northeastern University","United States of America",35.5,"58.7",20.6,84,"32.9","-","18,539",15.1,"26%","50 : 50",2016,-71.0894884,42.340082,198
NA,"Oregon Health and Science University","United States of America",27.8,"21.4",15.7,96,"44.6","-","2,838",1.1,"3%","65 : 35",2016,-122.6859419,45.499045,197
NA,"University of Otago","New Zealand",30.7,"89.9",30.5,74.9,"31.5","-","18,600",20.3,"21%","57 : 43",2016,170.513132,-45.863208,75
NA,"University of Ottawa","Canada",37.1,"69.9",36.7,61.5,"41.5","-","36,733",26.3,"15%","60 : 40",2016,-75.6828,45.4248599,197
NA,"Paris Descartes University","France",24.6,"49.1",28.8,83.3,"29.0","-","34,691",26.9,"15%","63 : 37",2016,2.340761,48.851251,198
NA,"Peter the Great St Petersburg Polytechnic University","Russian Federation",30.8,"29.6",17.8,97.4,"42.5","-","17,155",7.2,"8%","40 : 60",2016,30.372899,60.007357,120
NA,"Polytechnic University of Milan","Italy",30.1,"48.8",31.7,76.3,"66.3","-","30,025",22.2,"12%","34 : 66",2016,9.2272764,45.4781071,200
NA,"Royal Veterinary College","United Kingdom",26,"81.7",27.8,74.9,"45.5","-","1,819",10.9,"18%","77 : 23",2016,-0.1335335,51.536454,196
NA,"Rush University","United States of America",37.7,"21.8",17.4,88.9,"45.4","-","1,855",2.1,"5%","71 : 29",2016,-87.6695315,41.8736016,199
NA,"Sapienza University of Rome","Italy",38,"34.7",37.3,61.5,"32.6","-","120,986",32.3,"7%","59 : 41",2016,12.5144384,41.9037626,199
NA,"University of Science and Technology of China","China",46.7,"21.4",36.6,67.2,"80.3","-","14,290",7.9,"2%","",2016,117.26217,31.838698,174
NA,"University of South Florida","United States of America",24.8,"45.1",35.7,73.4,"99.8","-","31,424",21.5,"10%","",2016,-82.4138539,28.0587031,63
NA,"Stony Brook University","United States of America",32.6,"53.2",22,83,"33.4","-","21,908",10.9,"24%","50 : 50",2016,-73.1146681,40.9098883,19
NA,"University of Stuttgart","Germany",40,"52.7",44.5,55.7,"99.8","-","24,099",45.4,"20%","31 : 69",2016,9.1747024,48.7815352,200
NA,"Swedish University of Agricultural Sciences","Sweden",31.5,"40.1",32.8,68.1,"99.9","-","3,879",4.6,"","67 : 33",2016,17.6628688,59.814947,17
NA,"Technical University of Darmstadt","Germany",37.1,"54.4",43.2,51.1,"99.1","-","20,300",53.6,"18%","28 : 72",2016,8.6568726,49.8751004,87
NA,"University of Technology Sydney","Australia",27,"90.1",35.1,66.9,"42.3","-","24,519",44.1,"31%","53 : 47",2016,151.2004942,-33.8832376,197
NA,"Tel Aviv University","Israel",41,"47.5",50.5,49.2,"42.9","-","23,977",24.4,"4%","",2016,34.8046043,32.1036332,200
NA,"University of Texas at Dallas","United States of America",24.3,"52.3",26.7,86.8,"41.8","-","16,306",22.8,"23%","44 : 56",2016,-96.7500993,32.9857619,60
NA,"Tilburg University","Netherlands",34.1,"71.6",47.1,51.5,"57.4","-","7,576",22.4,"10%","49 : 51",2016,5.0419736,51.5631406,63
NA,"Tohoku University","Japan",45.3,"29.3",42.7,49.4,"74.7","-","17,200",5,"7%","25 : 75",2016,140.874074,38.253834,200
NA,"Tokyo Institute of Technology","Japan",45.6,"31.9",47.6,42.2,"70.9","-","9,586",7.3,"13%","13 : 87",2016,139.6835302,35.6051229,200
NA,"University of Victoria","Canada",20.6,"70.2",30,79,"36.6","-","17,581",21.5,"11%","56 : 44",2016,-117.8567958,33.6304814,68
NA,"Wake Forest University","United States of America",34.6,"24.2",19.5,94.8,"42.5","-","7,326",4.6,"5%","51 : 49",2016,-76.9359658,38.97546,37
NA,"University of Western Ontario","Canada",38.6,"73.6",32.4,59,"59.7","-","27,387",20.7,"16%","54 : 46",2016,-81.2769422,43.0010299,75
NA,"William & Mary","United States of America",38.5,"26.6",17.5,85,"29.1","-","7,867",11.8,"7%","54 : 46",2016,-77.1485163,37.7372121,NA
NA,"University of the Witwatersrand","South Africa",26.2,"68.4",31.5,76,"99.7","-","23,321",18.6,"9%","56 : 44",2016,28.0305044,-26.1930344,123
NA,"Aalto University","Finland",31.1,"65.4",32.8,62.1,"61.6","-","16,099",24.2,"17%","32 : 68",2016,24.827682,60.1866693,36
NA,"Aix-Marseille University","France",36.7,"63.0",22.1,64.9,"33.1","-","71,749",45.5,"13%","61 : 39",2016,5.3591422,43.2922146,200
NA,"University of Bath","United Kingdom",28.9,"84.8",27.9,56.7,"36.3","-","12,830",18.8,"30%","46 : 54",2016,-2.3272635,51.3781162,174
NA,"Bayreuth University","Germany",32.2,"52.6",31.2,60.1,"56.4","-","12,520",35.5,"8%","46 : 54",2016,11.585831,49.9288196,44
NA,"Bielefeld University","Germany",35.2,"45.4",46.2,49.9,"60.9","-","21,428",67.8,"8%","57 : 43",2016,8.4963449,52.0354177,77
NA,"University of Bordeaux","France",25.3,"54.6",22,71.7,"30.6","-","51,239",19.4,"12%","58 : 42",2016,-0.5707764,44.830485,199
NA,"Charles Darwin University","Australia",17.8,"63.7",22.6,85.9,"43.2","-","5,570",25.4,"15%","67 : 33",2016,130.8689199,-12.3717852,16
NA,"Colorado School of Mines","United States of America",28.5,"35.5",30.3,71.8,"83.7","-","5,287",18.2,"12%","26 : 74",2016,-105.2344334,39.7458208,23
NA,"Colorado State University","United States of America",31.6,"34.5",33,59.3,"41.0","-","26,769",19,"5%","52 : 48",2016,-105.0807072,40.5747751,109
NA,"University of Delaware","United States of America",23.7,"41.6",34,70,"98.7","-","19,262",15.9,"10%","56 : 44",2016,-117.7759092,33.7105331,33
NA,"Flinders University","Australia",21.4,"64.7",25.7,69.5,"41.7","-","15,655",22.6,"15%","63 : 37",2016,138.5713281,-35.0244952,18
NA,"University of Georgia","United States of America",41.1,"39.2",30.5,52.2,"30.9","-","33,119",19.9,"7%","57 : 43",2016,44.779722,41.7229257,155
NA,"Griffith University","Australia",22.5,"81.7",25.2,66.3,"34.6","-","30,251",22,"21%","",2016,153.053674,-27.5536791,28
NA,"University of Iceland","Iceland",16.2,"61.0",16.2,91.4,"28.0","-","13,960",25.9,"8%","66 : 34",2016,-21.9518896,64.1396203,75
NA,"Indian Institute of Science","India",42.7,"16.4",47.2,42.4,"52.4","-","3,318",8.2,"1%","19 : 81",2016,77.5671423,13.0218597,196
NA,"Iowa State University","United States of America",31.2,"35.4",29.4,61.5,"54.0","-","29,991",17.4,"11%","44 : 56",2016,-93.6396252,42.0277899,39
NA,"James Cook University","Australia",19,"70.4",22.8,81.4,"40.7","-","11,713",21.9,"11%","63 : 37",2016,146.7580624,-19.3275726,11
NA,"Justus Liebig University Giessen","Germany",32.9,"46.8",33.9,52.9,"46.4","-","25,682",53.9,"9%","62 : 38",2016,8.6771313,50.5804427,57
NA,"King Abdulaziz University","Saudi Arabia",23.9,"93.0",11.8,76.6,"73.1","-","35,889",8.4,"21%","57 : 43",2016,39.2457769,21.4938519,10
NA,"Koç University","Turkey",21.2,"53.5",27.1,74.9,"82.4","-","4,488",14.6,"8%","52 : 48",2016,29.0732704,41.2053128,5
NA,"Korea University","South Korea",43.9,"40.2",43.4,41.8,"99.8","-","24,043",15.8,"14%","",2016,127.035859,37.590401,102
NA,"University of Liège","Belgium",29.1,"69.7",36.6,46.5,"98.9","-","20,951",25.9,"23%","54 : 46",2016,5.559064,50.5830803,12
NA,"Linköping University","Sweden",24.2,"57.7",18.9,76.8,"42.1","-","17,866",7.7,"10%","52 : 48",2016,15.5760072,58.3978364,30
NA,"Nanjing University","China",37.2,"50.4",32.2,54.2,"58.6","-","29,743",13.3,"10%","46 : 54",2016,118.7809448,32.0569463,197
NA,"National Tsing Hua University","Taiwan",37.7,"23.2",36.6,53,"49.5","-","10,221",13.5,"5%","33 : 67",2016,120.99678,24.797079,104
NA,"National University of Ireland, Galway","Republic of Ireland",27.3,"76.5",25.4,68.5,"41.9","-","14,067",26.8,"14%","56 : 44",2016,-9.061603,53.276645,100
NA,"University of Newcastle","Australia",27.4,"75.9",26.5,67.2,"64.4","-","23,508",21.9,"18%","56 : 44",2016,151.7041775,-32.8927718,30
NA,"North Carolina State University","United States of America",36.1,"49.0",30.5,60,"40.7","-","30,533",13.6,"11%","44 : 56",2016,-78.6820946,35.7846633,159
NA,"Oregon State University","United States of America",30.6,"42.8",28.5,63.8,"32.1","-","22,578",16.8,"9%","47 : 53",2016,-123.2794442,44.5637806,39
NA,"Osaka University","Japan",46.8,"26.6",45.2,37.4,"76.1","-","23,144",7.8,"9%","31 : 69",2016,-99.1462101,19.2848865,200
NA,"Queen’s University","Canada",35.8,"61.6",35.8,54.4,"54.2","-","20,488",22.1,"10%","58 : 42",2016,-73.7948516,40.7282239,200
NA,"Queensland University of Technology","Australia",28.8,"76.0",35.6,56,"73.7","-","33,391",35.8,"17%","54 : 46",2016,153.0284231,-27.477356,196
NA,"Rensselaer Polytechnic Institute","United States of America",30.4,"40.3",31.5,65.1,"79.6","-","6,671",15,"16%","30 : 70",2016,-73.6788026,42.730172,47
NA,"Royal College of Surgeons in Ireland","Republic of Ireland",29.9,"90.1",20.1,65.3,"33.9","-","2,473",15.6,"63%","55 : 45",2016,-6.261986,53.338985,193
NA,"Ruhr University Bochum","Germany",32.8,"51.7",30,54.4,"66.6","-","38,675",46.3,"13%","48 : 52",2016,7.2616093,51.4456659,77
NA,"Saint Louis University","United States of America",36.9,"26.6",10.9,85,"29.9","-","11,919",5.8,"8%","58 : 42",2016,-90.2373647,38.6354092,198
NA,"University of São Paulo","Brazil",59.1,"25.3",57.1,20.4,"30.5","-","81,402",14.6,"4%","48 : 52",2016,-46.7307891,-23.5613991,200
NA,"Simon Fraser University","Canada",23.2,"61.4",29.2,72.8,"42.3","-","26,640",28.3,"19%","55 : 45",2016,-122.9198833,49.2780937,26
NA,"University of Surrey","United Kingdom",31.7,"90.4",28.9,51.2,"34.9","-","12,063",16.6,"38%","55 : 45",2016,-0.5904827,51.2423009,82
NA,"Syracuse University","United States of America",31.4,"38.3",20.8,77.1,"36.3","-","19,660",15.9,"15%","55 : 45",2016,-76.1351158,43.0391534,130
NA,"University of Tasmania","Australia",21.8,"79.1",25.7,68,"42.7","-","18,340",23.8,"21%","57 : 43",2016,147.3266391,-42.9035119,95
NA,"University of Tennessee, Knoxville","United States of America",29.5,"39.3",23.2,81.4,"41.3","-","24,716",17,"5%","",2016,-83.9294564,35.9544013,85
NA,"Tomsk Polytechnic University","Russian Federation",31.6,"32.7",15.1,82.4,"60.2","-","11,902",6.9,"17%","39 : 61",2016,84.950135,56.465427,128
NA,"Tulane University","United States of America",39.1,"35.3",19.3,67.8,"32.4","-","11,381",8.4,"8%","56 : 44",2016,-90.3302509,38.6628918,94
NA,"Umeå University","Sweden",20.8,"56.1",25,74.5,"31.1","-","16,667",11.9,"7%","60 : 40",2016,20.3116101,63.8215945,19
NA,"Vienna University of Technology","Austria",34.1,"77.3",32,54.6,"86.5","-","26,419",52,"27%","27 : 73",2016,16.3684626,48.1986546,200
NA,"Virginia Polytechnic Institute and State University","United States of America",34.9,"29.5",38.2,54.2,"43.3","-","30,850",18.6,"10%","42 : 58",2016,-80.4234167,37.2283843,23
NA,"University of Wollongong","Australia",25.8,"86.8",28.4,59.3,"57.9","-","16,489",25.4,"24%","50 : 50",2016,150.87843,-34.4054039,59
NA,"Zhejiang University","China",44.3,"19.6",46,36.1,"96.2","-","47,508",15.9,"5%","41 : 59",2016,120.1689207,30.2929634,195
NA,"Aberystwyth University","United Kingdom",21.6,"72.2",18.9,67.2,"31.3","-","9,252",19.2,"18%","48 : 52",2016,-4.0632712,52.4153984,36
NA,"University of Alaska Fairbanks","United States of America",25.1,"53.5",23.1,63,"51.2","-","3,837",8.2,"7%","53 : 47",2016,-147.8364611,64.8575556,16
NA,"Autonomous University of Madrid","Spain",35.6,"48.6",30.9,46.9,"33.0","-","28,296",13,"15%","56 : 44",2016,-3.6943619,40.5466983,153
NA,"Bangor University","United Kingdom",22.6,"81.3",22.1,65.4,"31.0","-","9,567",19.5,"22%","55 : 45",2016,-4.1299874,53.2295205,44
NA,"University of Bremen","Germany",30.9,"50.0",32.7,50,"46.0","-","18,590",25.6,"11%","50 : 50",2016,8.85204,53.106758,193
NA,"University of Cincinnati","United States of America",31.3,"28.3",20.4,72.1,"35.3","-","36,108",15.7,"6%","54 : 46",2016,-84.5138565,39.1288979,199
NA,"University of Connecticut","United States of America",35.9,"43.1",25.6,57,"30.9","-","25,742",13,"11%","51 : 49",2016,-72.2539805,41.8077414,3
NA,"Deakin University","Australia",22.4,"76.9",21.9,66.8,"30.0","-","32,713",30.4,"17%","60 : 40",2016,145.1149452,-37.8477381,19
NA,"University of Essex","United Kingdom",33.9,"93.7",33.3,38.6,"28.9","-","12,695",19.8,"39%","55 : 45",2016,-83.0524629,40.0024922,168
NA,"George Mason University","United States of America",29.6,"36.9",21.2,64.9,"29.1","-","26,622",17,"7%","54 : 46",2016,-77.3115849,38.8343675,37
NA,"University of Greifswald","Germany",30.1,"41.7",23.5,61.3,"32.6","-","10,931",24,"6%","55 : 45",2016,13.3746917,54.0949312,13
NA,"Gwangju Institute of Science and Technology","South Korea",35.2,"36.2",42,43.7,"45.2","-","1,394",9.6,"8%","25 : 75",2016,126.8407202,35.2272692,21
NA,"University of Hohenheim","Germany",30.9,"50.3",33.8,51.5,"52.8","-","9,163",41.2,"13%","56 : 44",2016,9.2139326,48.7119251,45
NA,"University of Innsbruck","Austria",23.6,"95.7",16.9,67.3,"39.9","-","18,209",16.9,"39%","54 : 46",2016,-81.2365003,28.5527426,30
NA,"Kazan Federal University","Russian Federation",21.9,"25.5",12.3,87.5,"42.4","-","23,321",12.2,"6%","69 : 31",2016,49.1214348,55.790447,189
NA,"University of Kent","United Kingdom",24.6,"87.2",19.1,60.9,"28.8","-","17,638",14.4,"27%","53 : 47",2016,1.071629,51.298536,98
NA,"Leibniz University of Hanover","Germany",36.5,"43.2",36.9,39,"69.6","-","22,401",62.7,"12%","41 : 59",2016,9.7196989,52.3829641,200
NA,"Macquarie University","Australia",28.5,"90.0",27.2,52.3,"33.1","-","27,930",20,"44%","55 : 45",2016,151.1185824,-33.7775092,38
NA,"Medical College of Wisconsin","United States of America",25.4,"30.4",12.1,85.2,"31.8","-","1,211",0.6,"5%","48 : 52",2016,-88.020103,43.043967,165
NA,"University of Milan","Italy",30.5,"37.7",24.2,64.8,"40.9","-","58,618",24.3,"5%","60 : 40",2016,9.1945843,45.4601435,200
NA,"University of Milan-Bicocca","Italy",24.3,"34.3",25.5,65.8,"46.6","-","33,370",72.5,"5%","60 : 40",2016,9.213452,45.518383,200
NA,"Montpellier University","France",38.7,"54.4",16.7,59.5,"31.9","-","36,731",18.4,"14%","51 : 49",2016,3.8603619,43.6319555,200
NA,"Nagoya University","Japan",40.8,"27.4",38.9,40.1,"91.4","-","15,529",7.9,"10%","29 : 71",2016,136.967573,35.153491,196
NA,"University of Naples Federico II","Italy",24.7,"21.1",14.8,81.3,"47.4","-","83,653",64.2,"1%","",2016,14.2578058,40.845492,200
NA,"National Chiao Tung University","Taiwan",32.9,"32.0",45.4,34.2,"96.9","-","12,646",16.6,"5%","27 : 73",2016,120.294197,22.925346,3
NA,"National Research Nuclear University MePhI","Russian Federation",43.9,"27.5",24.1,52.8,"28.1","-","7,801",7.3,"7%","29 : 71",2016,37.6638741,55.649567,83
NA,"National Taiwan University of Science and Technology (Taiwan Tech)","Taiwan",31.7,"30.5",43.1,39.1,"92.2","-","7,446",17.4,"11%","34 : 66",2016,121.5416515,25.0130679,199
NA,"University of Navarra","Spain",31.9,"52.6",20.8,57.5,"63.5","-","11,259",10.6,"16%","52 : 48",2016,-1.6582784,42.8024726,200
NA,"University of Nebraska-Lincoln","United States of America",30.1,"45.8",30.2,53.5,"35.6","-","21,789",16.4,"9%","46 : 54",2016,-96.7004763,40.8201966,116
NA,"Örebro University","Sweden",18.3,"39.4",10.4,87.8,"29.8","-","8,788",15.8,"2%","61 : 39",2016,15.24923,59.254276,22
NA,"University of Oregon","United States of America",21.2,"33.5",22.7,72.6,"30.8","-","24,418",20.2,"11%","52 : 48",2016,-123.0726055,44.0448302,122
NA,"University of Padua","Italy",25.7,"37.9",22.6,74.6,"32.6","-","62,577",18.3,"4%","56 : 44",2016,11.8774462,45.406766,198
NA,"University of Pavia","Italy",25,"40.5",22.5,65.1,"69.4","-","22,958",40.6,"6%","56 : 44",2016,9.1555362,45.1864597,182
NA,"Plymouth University","United Kingdom",19.3,"64.0",18,75.2,"28.5","-","24,121",25.9,"13%","52 : 48",2016,-4.1406465,50.3745284,181
NA,"Shanghai Jiao Tong University","China",37.8,"27.5",45.2,34,"92.9","-","38,191",12.8,"6%","37 : 63",2016,121.4337784,31.0252201,30
NA,"University of Southern Denmark","Denmark",19.2,"71.8",14.7,79.7,"28.0","-","22,210",12.7,"16%","52 : 48",2016,10.4280674,55.3706746,78
NA,"Stellenbosch University","South Africa",28.2,"49.8",35,46.9,"100.0","-","21,849",23,"8%","53 : 47",2016,18.864447,-33.9328078,28
NA,"University of Strasbourg","France",25.5,"71.6",23.4,64.4,"32.8","-","46,208",17.8,"21%","58 : 42",2016,-117.7779478,33.6833384,43
NA,"Technical University of Dortmund","Germany",34.2,"40.8",29.8,55.3,"48.6","-","29,143",88.9,"10%","47 : 53",2016,7.4128386,51.4926981,142
NA,"Technion Israel Institute of Technology","Israel",30.8,"61.9",33.3,52.1,"28.8","-","13,855",19.4,"4%","35 : 65",2016,35.0231271,32.7767783,41
NA,"Toulouse 1 Capitole University","France",18.6,"66.7",35.7,56.3,"32.5","-","19,011",43.8,"19%","59 : 41",2016,1.4371122,43.6067724,198
NA,"University of Trieste","Italy",26.5,"47.3",18.5,74.1,"32.3","-","18,135",25.8,"9%","56 : 44",2016,13.7934477,45.658667,200
NA,"University of Turin","Italy",27.4,"38.8",22.3,67.5,"54.2","-","67,552",66,"6%","62 : 38",2016,7.6889006,45.069428,200
NA,"University of Turku","Finland",27.1,"66.2",21.2,65.8,"31.2","-","12,326",14.6,"5%","61 : 39",2016,22.2851138,60.4562974,87
NA,"Vrije Universiteit Brussel","Belgium",28.7,"64.5",24.5,56.8,"77.1","-","9,020",17.1,"16%","55 : 45",2016,4.394886,50.821658,199
NA,"VŠB - Technical University of Ostrava","Czech Republic",18.8,"22.3",15.7,85.5,"32.1","-","14,991",23.9,"5%","49 : 51",2016,18.1636092,49.8336826,70
NA,"Yonsei University","South Korea",37.2,"41.5",34.1,39.4,"75.9","-","24,774",11.6,"14%","",2016,126.938572,37.565784,155
NA,"York University","Canada",30.2,"58.2",30.8,49.1,"33.2","-","48,007",39.4,"9%","59 : 41",2016,-79.5018684,43.7734535,85
NA,"Bilkent University","Turkey",22.6,"47.5",17.5,64.1,"30.2","-","",NA,"","",2016,32.7475962,39.8746147,22
NA,"Binghamton University, State University of New York","United States of America",22.7,"53.6",17.4,62,"34.0","-","15,799",23.3,"14%","48 : 52",2016,-75.9697049,42.0893553,58
NA,"University of Crete","Greece",18.6,"47.0",19.2,73.6,"34.5","-","14,650",26.9,"5%","63 : 37",2016,25.0826527,35.3073146,13
NA,"University of Cyprus","Cyprus",18,"74.7",28.5,56.7,"30.0","-","6,880",22.9,"8%","69 : 31",2016,33.3770175,35.1600014,107
NA,"Drexel University","United States of America",31.2,"46.3",14.6,57.7,"36.3","-","20,713",10.8,"18%","48 : 52",2016,-90.3312523,38.6677847,90
NA,"University of Eastern Finland","Finland",24.8,"46.1",20.7,65.1,"33.3","-","10,798",17.3,"6%","64 : 36",2016,29.744203,62.603598,14
NA,"University of Florence","Italy",21.7,"38.5",20.4,72.1,"35.9","-","54,290",17.2,"7%","59 : 41",2016,11.259765,43.7776426,200
